LEAID,total_students,american_indian_alaskan_native_students,american_indian_alaskan_native_male_students,american_indian_alaskan_native_female_students,asian_hawaiian_native_pacific_islander_students,asian_hawaiian_native_pacific_islander_male_students,asian_hawaiian_native_pacific_islander_female_students,hispanic_students,hispanic_male_students,hispanic_female_students,black_non_hispanic_students,black_non_hispanic_male_students,black_non_hispanic_female_students,white_students,white_male_students,white_female_students
5003480,373,0,0,0,0,0,0,0,0,0,6,4,2,367,199,168
5003510,168,0,0,0,0,0,0,1,0,1,2,1,1,165,88,77
5003540,87,0,0,0,0,0,0,0,0,0,0,0,0,87,47,40
5003570,166,0,0,0,0,0,0,2,2,0,0,0,0,164,74,90
5003660,43,0,0,0,0,0,0,0,0,0,0,0,0,43,25,18
5003690,214,0,0,0,3,0,3,3,0,3,10,5,5,193,110,83
5003720,134,0,0,0,0,0,0,0,0,0,3,1,2,131,74,57
5003750,19,0,0,0,0,0,0,0,0,0,0,0,0,19,7,12
5003780,704,-2,-2,-2,8,1,5,5,2,1,5,3,0,677,353,322
5003810,1028,0,0,0,45,21,24,8,2,6,22,9,13,939,476,463
5003840,1359,1,1,0,51,29,22,5,2,3,27,12,15,1266,660,606
5003870,376,2,2,0,1,1,0,9,5,4,2,1,1,358,185,173
5003900,594,0,0,0,1,1,0,8,4,4,0,0,0,585,297,288
5003930,357,4,0,2,1,-1,0,-2,-2,-2,0,0,-2,346,180,164
5003960,264,1,1,0,7,3,4,1,1,0,0,0,0,255,128,127
5004020,119,0,0,0,1,0,1,0,0,0,4,2,2,114,57,57
5004050,198,0,0,0,3,2,1,2,1,1,3,2,1,190,90,100
5004080,138,0,0,0,0,0,0,2,1,1,1,0,1,134,70,64
5004110,145,0,0,0,0,0,0,1,0,1,2,1,1,138,73,65
5004140,684,0,0,0,0,0,0,1,1,0,2,2,0,680,374,306
5004170,105,0,0,0,0,0,0,0,0,0,3,2,1,101,46,55
5004260,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
5004290,204,0,0,0,2,1,1,0,0,0,1,0,1,201,115,86
5004320,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5004440,29,0,0,0,1,0,1,0,0,0,0,0,0,28,15,13
5004470,188,0,0,0,1,0,1,2,1,1,1,0,1,178,93,85
5004500,60,0,0,0,0,0,0,1,1,0,0,0,0,59,23,36
5004530,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5004560,275,1,1,0,0,0,0,0,0,0,5,1,4,269,135,134
5004580,843,3,0,3,1,1,0,11,7,4,5,3,2,820,425,395
5004590,1932,3,0,1,23,7,14,8,3,3,21,12,7,1859,955,902
5004620,351,0,0,0,2,0,2,0,0,0,4,2,2,345,211,134
5004650,354,3,1,2,0,0,0,2,0,2,2,0,2,313,155,158
5004680,546,0,0,0,4,1,3,1,1,0,2,2,0,530,277,253
5004710,68,0,0,0,0,0,0,2,2,0,0,0,0,66,30,36
5004770,145,0,0,0,0,0,0,0,0,0,0,0,0,145,68,77
5004800,228,2,1,1,0,0,0,0,0,0,4,2,2,222,115,107
5004860,147,0,0,0,2,2,0,1,0,1,4,2,2,139,71,68
5004890,35,0,0,0,0,0,0,0,0,0,0,0,0,35,15,20
5004920,90,0,0,0,0,0,0,0,0,0,0,0,0,90,55,35
5004960,67,0,0,0,0,0,0,0,0,0,0,0,0,67,34,33
5004980,298,0,0,0,3,0,3,4,2,2,7,5,2,284,158,126
5005010,256,0,0,0,0,0,0,0,0,0,5,3,2,251,133,118
5005050,384,0,0,0,1,1,0,0,0,0,3,1,2,380,195,185
5005060,901,0,-1,-1,-1,-2,-1,5,2,1,5,-1,4,875,458,415
5005100,78,0,0,0,0,0,0,0,0,0,0,0,0,78,35,43
5005120,427,2,2,0,4,2,2,3,3,0,5,1,4,413,222,191
5005160,111,0,0,0,0,0,0,1,0,1,1,1,0,109,60,49
5005220,111,0,0,0,0,0,0,2,2,0,1,1,0,108,57,51
5005250,147,0,0,0,4,2,2,0,0,0,0,0,0,143,76,67
5005280,139,0,0,0,0,0,0,0,0,0,1,0,1,138,67,71
5005300,589,1,0,1,24,16,8,0,0,0,4,3,1,559,286,273
5005310,561,0,0,0,9,7,2,7,5,2,0,0,0,543,295,248
5005370,457,0,0,0,6,2,4,6,2,4,0,0,0,442,219,223
5005400,78,0,0,0,1,1,0,0,0,0,2,0,2,75,40,35
5005490,399,0,0,0,4,0,4,6,6,0,8,4,4,376,210,166
5005520,1077,0,0,0,16,6,10,5,3,2,8,2,6,1047,534,513
5005550,137,2,1,1,3,1,2,0,0,0,2,2,0,128,62,66
5005580,59,0,0,0,0,0,0,0,0,0,0,0,0,59,31,28
5005610,1891,4,3,1,10,5,5,7,5,2,8,3,5,1862,973,889
5005620,1052,157,80,77,6,2,4,9,4,5,6,4,2,873,439,434
5005640,179,0,0,0,3,1,2,0,0,0,2,0,2,174,89,85
5005670,137,0,0,0,1,1,0,0,0,0,0,0,0,136,78,58
5005700,1044,2,1,1,23,8,15,20,11,9,16,10,6,978,476,502
5005730,161,0,0,0,3,3,0,2,1,1,2,0,2,154,74,80
5005760,41,0,0,0,0,0,0,0,0,0,0,0,0,41,24,17
5005790,1002,3,2,1,16,7,9,8,6,2,11,3,8,964,511,453
5005810,1761,0,0,0,24,11,13,7,2,5,18,8,10,1710,867,843
5005820,85,0,0,0,0,0,0,0,0,0,0,0,0,85,40,45
5005840,1964,2,1,1,14,8,6,12,6,6,13,6,7,1912,976,936
5005880,159,0,0,0,0,0,0,0,0,0,0,0,0,159,75,84
5005910,44,0,0,0,0,0,0,0,0,0,0,0,0,44,20,24
5005940,165,0,0,0,1,1,0,0,0,0,0,0,0,164,85,79
5005970,121,0,0,0,2,1,1,2,2,0,2,2,0,114,50,64
5006000,320,0,0,0,1,0,1,5,2,3,7,5,2,301,151,150
5006030,142,1,0,1,0,0,0,0,0,0,0,0,0,141,74,67
5006060,147,0,0,0,4,2,2,0,0,0,0,0,0,143,78,65
5006090,75,0,0,0,0,0,0,0,0,0,0,0,0,75,45,30
5006120,768,0,0,0,4,2,2,7,5,2,8,6,2,749,384,365
5006150,6,0,0,0,0,0,0,1,0,1,0,0,0,5,1,4
5006180,306,0,0,0,9,2,7,0,0,0,5,3,2,289,145,144
5006210,96,2,1,1,1,1,0,0,0,0,0,0,0,93,48,45
5006240,139,0,0,0,0,0,0,1,1,0,6,3,3,128,57,71
5006270,168,0,0,0,0,0,0,0,0,0,0,0,0,168,84,84
5006300,744,0,0,0,2,2,0,0,0,0,1,1,0,741,375,366
5006390,49,0,0,0,1,0,1,0,0,0,1,1,0,47,26,21
5006480,293,0,0,0,0,0,0,1,1,0,2,2,0,290,155,135
5006540,21,0,0,0,0,0,0,0,0,0,0,0,0,21,14,7
5006570,91,0,0,0,5,1,4,1,1,0,0,0,0,85,45,40
5006600,510,1,0,1,0,0,0,2,0,2,6,2,4,501,274,227
5006630,279,0,0,0,0,0,0,0,0,0,0,0,0,274,158,116
5006660,359,0,0,0,3,2,1,1,1,0,3,2,1,349,167,182
5006690,210,0,0,0,1,0,1,2,1,1,4,3,1,203,93,110
5006720,342,0,0,0,2,0,2,2,0,2,2,1,1,334,169,165
5006750,50,0,0,0,0,0,0,0,0,0,0,0,0,50,24,26
5006780,80,0,0,0,2,1,1,1,1,0,1,1,0,76,42,34
5006810,484,1,1,0,0,0,0,0,0,0,0,0,0,483,237,246
5006840,283,0,0,0,3,1,2,0,0,0,0,0,0,280,148,132
5006870,54,0,0,0,0,0,0,0,0,0,2,1,1,52,29,23
5006900,249,0,0,0,2,0,2,4,2,2,1,1,0,234,112,122
5006930,652,1,1,0,5,2,3,9,5,4,19,13,6,613,313,300
5006960,59,0,0,0,0,0,0,0,0,0,2,2,0,57,35,22
5006990,487,1,1,0,3,2,1,2,1,1,9,4,5,472,240,232
5007050,2795,-1,-1,-2,19,10,7,28,15,11,28,13,13,2692,1360,1330
5007080,317,1,0,1,0,0,0,0,0,0,1,1,0,314,156,158
5007140,106,0,0,0,1,1,0,0,0,0,0,0,0,105,53,52
5007230,221,0,0,0,1,0,1,1,0,1,4,3,1,215,107,108
5007260,126,1,1,0,1,0,1,3,1,2,2,1,1,119,60,59
5007320,855,0,0,0,13,4,9,13,8,5,5,2,3,820,418,402
5007350,277,11,8,3,0,0,0,4,3,1,5,1,4,257,118,139
5007380,81,0,0,0,2,1,1,0,0,0,1,0,1,77,38,39
5007410,100,0,0,0,0,0,0,1,0,1,0,0,0,98,49,49
5007440,77,0,0,0,0,0,0,0,0,0,1,0,1,73,46,27
5007470,2599,2,1,1,181,93,88,35,18,17,57,34,23,2313,1162,1151
5007500,182,0,0,0,0,0,0,1,1,0,0,0,0,181,88,93
5007530,1472,-2,-2,-2,16,9,5,20,10,8,14,9,3,1396,704,690
5007560,793,20,8,12,12,5,7,9,5,4,12,7,5,738,397,341
5007600,693,0,0,0,5,0,5,0,0,0,4,1,3,684,355,329
5007640,958,2,2,0,79,56,23,15,11,4,18,7,11,834,433,401
5007650,701,0,0,0,8,6,2,18,11,7,7,5,2,663,323,340
5007680,81,0,0,0,0,0,0,2,1,1,0,0,0,79,44,35
5007740,164,0,0,0,3,1,2,1,0,1,1,1,0,159,78,81
5007770,71,0,0,0,0,0,0,0,0,0,0,0,0,71,34,37
5007800,688,0,0,0,6,3,3,6,2,4,3,1,2,673,360,313
5007830,112,0,0,0,0,0,0,5,3,2,0,0,0,105,45,60
5007890,33,0,0,0,0,0,0,0,0,0,0,0,0,33,18,15
5007920,60,0,0,0,0,0,0,0,0,0,0,0,0,60,35,25
5007950,118,0,0,0,0,0,0,2,1,1,0,0,0,116,66,50
5007980,632,4,1,3,3,1,2,14,6,8,5,2,3,522,280,242
5008000,378,2,1,1,2,1,1,1,1,0,3,2,1,370,197,173
5008010,237,0,0,0,2,1,1,1,0,1,6,5,1,225,108,117
5008040,38,0,0,0,0,0,0,0,0,0,1,0,1,37,19,18
5008100,84,0,0,0,0,0,0,0,0,0,0,0,0,83,41,42
5008130,155,0,0,0,0,0,0,0,0,0,2,0,2,153,82,71
5008160,120,0,0,0,0,0,0,0,0,0,0,0,0,120,68,52
5008190,126,0,0,0,0,0,0,0,0,0,1,0,1,125,58,67
5008220,139,0,0,0,4,1,3,0,0,0,0,0,0,135,68,67
5008224,432,3,1,2,0,0,0,2,2,0,0,0,0,421,207,214
5008225,481,1,0,1,8,4,4,6,4,2,9,5,4,456,230,226
5008228,162,0,0,0,2,0,2,6,2,4,3,2,1,150,69,81
5008230,298,0,0,0,6,4,2,1,1,0,4,1,3,287,143,144
5008235,945,0,0,0,4,1,3,1,1,0,1,0,1,939,469,470
5008237,876,1,0,1,6,4,2,4,1,3,15,8,7,849,413,436
5008240,114,0,0,0,0,0,0,1,0,1,0,0,0,113,52,61
5008241,241,0,0,0,2,0,2,0,0,0,1,1,0,238,128,110
5008242,259,0,0,0,0,0,0,0,0,0,0,0,0,259,117,142
5008243,401,2,2,0,1,0,1,0,0,0,8,5,3,389,195,194
5008244,712,0,0,0,10,5,5,7,5,2,5,4,1,690,358,332
5008245,272,0,0,0,2,0,2,5,4,1,3,0,3,262,132,130
5008246,404,0,0,0,6,1,5,7,4,3,6,1,5,385,194,191
5008247,470,-2,-2,-2,-1,-1,-2,-2,-2,-2,-1,-1,-2,468,261,205
5008248,441,1,1,0,0,0,0,4,2,2,4,4,0,432,228,204
5008250,293,0,0,0,1,1,0,0,0,0,4,1,3,287,146,141
5008280,693,0,0,0,6,1,5,5,2,3,9,5,4,673,352,321
5008310,212,0,0,0,0,0,0,2,1,1,0,0,0,204,102,102
5008400,180,1,1,0,6,3,3,0,0,0,2,0,2,171,86,85
5008430,131,0,0,0,0,0,0,1,0,1,4,3,1,126,60,66
5008460,161,0,0,0,2,0,2,0,0,0,1,1,0,158,85,73
5008520,67,0,0,0,0,0,0,0,0,0,0,0,0,67,30,37
5008550,149,0,0,0,4,1,3,0,0,0,1,0,1,143,74,69
5008580,68,0,0,0,0,0,0,0,0,0,0,0,0,68,40,28
5008640,169,1,0,1,1,1,0,0,0,0,0,0,0,166,91,75
5008670,100,0,0,0,0,0,0,0,0,0,3,2,1,95,51,44
5008700,238,0,0,0,1,0,1,0,0,0,2,2,0,235,127,108
5008760,72,0,0,0,0,0,0,0,0,0,2,1,1,70,35,35
5008850,407,0,0,0,4,1,3,6,3,3,4,3,1,393,201,192
5008880,70,0,0,0,1,1,0,0,0,0,0,0,0,69,35,34
5008940,272,0,0,0,0,0,0,2,2,0,5,2,3,264,133,131
5008970,212,0,0,0,1,1,0,4,2,2,1,0,1,204,106,98
5009060,97,0,0,0,0,0,0,0,0,0,0,0,0,97,49,48
5009120,31,0,0,0,1,1,0,2,0,2,0,0,0,27,8,19
5009150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5009180,586,0,0,0,0,0,0,0,0,0,0,0,0,584,321,263
5009210,1212,2,2,0,25,13,12,10,4,6,17,9,8,1151,578,573
5009240,171,-2,-2,-2,3,0,1,6,0,4,-1,-2,-1,155,73,80
5009270,36,2,1,1,0,0,0,0,0,0,0,0,0,33,16,17
5009300,681,5,2,3,8,4,4,10,5,5,13,6,7,645,326,319
5009360,766,3,1,2,60,31,29,13,8,5,49,31,18,639,332,307
5009390,144,0,0,0,0,0,0,0,0,0,0,0,0,144,81,63
5009420,54,0,0,0,1,0,1,0,0,0,4,3,1,49,25,24
5009450,26,0,0,0,0,0,0,0,0,0,0,0,0,25,12,13
5009480,202,1,1,0,2,1,1,3,0,3,1,1,0,195,101,94
5009510,630,2,1,1,4,1,3,8,5,3,4,0,4,610,307,303
5009540,66,0,0,0,0,0,0,0,0,0,0,0,0,64,32,32
5009570,322,0,0,0,0,0,0,1,1,0,6,3,3,310,166,144
5009600,1036,4,-1,3,10,4,4,15,5,8,8,2,4,988,531,455
5099901,27,0,0,0,0,0,0,0,0,0,0,0,0,27,21,6
5099902,30,0,0,0,0,0,0,0,0,0,0,0,0,30,17,13
5099903,33,0,0,0,1,1,0,0,0,0,2,1,1,30,25,5
5099904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099905,65,0,0,0,0,0,0,2,1,1,0,0,0,62,37,25
5099906,74,0,0,0,0,0,0,0,0,0,0,0,0,74,34,40
5099907,36,0,0,0,0,0,0,0,0,0,0,0,0,35,10,25
5099908,10,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6
5099909,82,0,0,0,0,0,0,0,0,0,2,1,1,80,37,43
5099910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099913,7,0,0,0,0,0,0,0,0,0,2,0,2,5,4,1
5099914,53,0,0,0,0,0,0,0,0,0,2,1,1,51,25,26
5099915,193,2,1,1,5,1,4,1,0,1,16,6,10,163,78,85
5099916,120,0,0,0,11,6,5,0,0,0,1,1,0,107,65,42
5099917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099919,17,0,0,0,0,0,0,0,0,0,0,0,0,17,9,8
5099920,41,0,0,0,0,0,0,0,0,0,0,0,0,41,25,16
5099921,59,0,0,0,0,0,0,1,1,0,1,0,1,53,34,19
5099922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099923,133,1,1,0,1,1,0,1,1,0,0,0,0,127,67,60
5099924,58,0,0,0,0,0,0,0,0,0,0,0,0,58,37,21
5099925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099926,23,0,0,0,0,0,0,1,1,0,2,2,0,20,14,6
5099927,41,0,0,0,1,0,1,0,0,0,0,0,0,40,26,14
5099928,7,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2
5099929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099930,12,0,0,0,0,0,0,1,1,0,0,0,0,11,9,2
5099931,92,0,0,0,0,0,0,0,0,0,0,0,0,92,55,37
5099932,80,0,0,0,0,0,0,0,0,0,1,1,0,79,41,38
5099933,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
5099934,76,0,0,0,0,0,0,0,0,0,0,0,0,76,42,34
5099935,64,0,0,0,0,0,0,0,0,0,1,0,1,63,36,27
5099936,41,0,0,0,0,0,0,1,1,0,0,0,0,40,25,15
5099937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099938,26,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,26,15,9
5099939,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
5099940,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
5099941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099945,32,1,1,0,0,0,0,3,1,2,2,2,0,26,11,15
5099946,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
5099947,54,0,0,0,0,0,0,0,0,0,2,2,0,49,30,19
5099948,51,0,0,0,1,1,0,2,2,0,3,2,1,45,31,14
5099949,11,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0
5099950,51,0,0,0,0,0,0,0,0,0,0,0,0,51,29,22
5099951,10,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6
5099952,30,0,0,0,0,0,0,0,0,0,0,0,0,30,22,8
5099953,15,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7
5099954,49,0,0,0,2,0,2,0,0,0,0,0,0,47,33,14
5099956,12,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7
5099957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099960,318,0,0,0,8,3,5,1,1,0,5,1,4,304,143,161
5100003,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100004,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100006,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100007,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100008,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5100010,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100011,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100012,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100013,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100014,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100015,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100016,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100017,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5100019,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100020,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100024,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100025,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100026,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100027,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100028,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100029,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100030,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100031,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100032,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100033,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100034,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100035,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100038,52,0,0,0,0,0,0,2,0,2,32,20,12,18,8,10
5100039,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100040,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100041,22,0,0,0,0,0,0,0,0,0,4,2,2,18,11,7
5100042,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58
5100045,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
5100046,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
5100047,16,0,0,0,0,0,0,1,0,1,0,0,0,15,10,5
5100048,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
5100049,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100050,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100051,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100052,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100053,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100054,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100055,53,0,0,0,0,0,0,4,3,1,14,9,5,34,23,11
5100056,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100057,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100059,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100060,5373,-8,-9,-11,19,3,4,547,307,228,2392,1229,1151,2358,1249,1097
5100061,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100062,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100063,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100070,845,-2,-2,-2,2,2,-2,18,18,-2,601,578,21,218,204,12
5100071,46,0,0,0,0,0,0,2,0,2,9,6,3,31,15,16
5100072,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100073,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100074,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100075,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100076,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100077,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100078,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100079,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100080,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100081,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100082,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100083,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100084,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100085,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100086,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100087,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100088,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100089,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100090,12420,16,10,6,476,254,222,483,252,231,1654,836,818,9751,4962,4789
5100091,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100092,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100093,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100094,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100095,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100096,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100097,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100098,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100099,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100100,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100101,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100102,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100103,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5100120,10996,24,8,16,699,356,343,2916,1523,1393,4651,2429,2222,2602,1375,1227
5100152,2933,7,1,6,4,3,1,14,6,8,207,111,96,2697,1395,1302
5100180,1761,3,0,3,4,4,0,24,14,10,582,318,264,1143,607,536
5100210,4738,51,28,23,31,16,15,55,30,25,1256,660,596,3340,1765,1575
5100240,2321,0,0,0,5,3,2,7,4,3,706,365,341,1600,861,739
5100270,18798,14,6,4,1883,939,940,5939,3031,2904,2704,1374,1326,8148,4195,3949
5100300,10869,9,5,2,44,29,13,212,120,90,326,159,165,10270,5301,4967
5100330,783,3,2,1,0,0,0,1,1,0,18,8,10,761,376,385
5100360,11029,24,11,11,96,46,48,96,44,50,1061,538,521,9720,5054,4664
5100390,895,0,0,0,2,2,0,0,0,0,12,8,4,880,484,396
5100420,4828,14,6,6,31,13,16,28,16,10,148,86,60,4573,2331,2240
5100450,2317,-1,-1,-2,10,5,3,34,17,15,249,129,118,2012,1076,934
5100480,2322,0,0,0,5,1,4,20,13,7,1830,946,884,467,249,218
5100510,3568,-2,-2,-2,-1,-1,-2,3,2,-1,-2,-2,-2,3560,1853,1705
