LEAID,total_students,american_indian_alaskan_native_students,american_indian_alaskan_native_male_students,american_indian_alaskan_native_female_students,asian_hawaiian_native_pacific_islander_students,asian_hawaiian_native_pacific_islander_male_students,asian_hawaiian_native_pacific_islander_female_students,hispanic_students,hispanic_male_students,hispanic_female_students,black_non_hispanic_students,black_non_hispanic_male_students,black_non_hispanic_female_students,white_students,white_male_students,white_female_students
4839000,270,-2,-2,-2,-1,-2,-1,221,114,105,-1,-1,-2,45,24,19
4839030,749,-2,-2,-2,0,0,-2,305,147,156,3,1,0,435,226,207
4839060,20,0,0,0,0,0,0,5,4,1,2,2,0,13,6,7
4839120,210,0,0,0,0,0,0,115,58,57,3,2,1,92,59,33
4839150,848,10,3,7,0,0,0,52,29,23,8,7,1,778,410,368
4839180,2207,11,4,5,9,3,4,351,184,165,43,29,12,1785,950,833
4839210,292,2,-1,1,-2,-2,-2,90,40,48,17,7,8,177,90,85
4839270,4512,10,4,6,9,6,3,539,255,284,20,9,11,3934,2092,1842
4839300,285,0,0,0,2,0,2,203,104,99,3,2,1,77,37,40
4839330,628,-2,-2,-2,-2,-2,-2,623,302,319,-1,-1,-2,2,0,0
4839360,1217,0,0,0,0,0,0,1187,603,584,0,0,0,30,15,15
4839390,513,1,1,0,0,0,0,48,27,21,1,0,1,463,262,201
4839450,315,0,0,0,0,0,0,4,2,2,2,2,0,309,157,152
4839480,7632,22,8,10,177,95,78,1997,1031,962,831,417,410,4589,2365,2220
4839510,580,-4,-4,-4,-3,-4,-3,377,201,172,1,-2,-1,193,96,93
4839540,760,0,0,0,2,1,1,181,97,84,155,82,73,422,200,222
4839570,840,11,6,3,0,-1,-1,29,13,14,50,29,19,742,391,349
4839600,595,4,3,1,0,0,0,396,195,201,59,30,29,136,63,73
4839630,2516,4,2,2,18,6,12,884,435,449,359,187,172,1251,639,612
4839690,7567,23,15,8,45,23,22,4510,2317,2193,579,310,269,2410,1243,1167
4839750,2169,3,0,3,9,5,4,840,429,411,38,26,12,1279,660,619
4839780,620,0,0,0,3,2,1,92,44,48,36,18,18,489,245,244
4839870,1320,0,-1,-1,-2,-2,-2,442,256,184,11,5,4,861,465,394
4839900,344,3,1,2,3,2,1,38,22,16,53,28,25,247,113,134
4839930,7129,0,-2,-4,111,50,55,6069,3132,2931,51,30,15,874,454,414
4839960,744,3,2,1,0,0,0,43,20,23,198,90,108,500,273,227
4839990,4872,-4,-5,-5,31,11,14,2334,1156,1172,1260,636,618,1227,636,585
4840020,1877,9,6,3,14,8,6,262,138,124,176,95,81,1416,754,662
4840080,6380,96,43,53,70,39,31,1407,713,694,1043,524,519,3764,1958,1806
4840110,531,-2,-2,-2,0,-2,0,59,29,28,76,38,36,390,209,179
4840170,129,1,0,1,0,0,0,17,10,7,0,0,0,111,60,51
4840200,151,0,0,0,0,0,0,122,62,60,1,0,1,28,17,11
4840230,3125,1,-1,0,13,7,4,97,53,42,581,302,277,2425,1280,1143
4840290,208,0,0,0,0,0,0,59,34,25,3,2,1,146,79,67
4840320,608,5,2,1,-2,-2,-2,3,-1,2,0,-1,-1,594,320,272
4840350,2192,-1,-1,-2,0,-2,0,1723,894,827,28,13,13,434,209,223
4840380,59,0,0,0,0,0,0,13,4,9,0,0,0,46,20,26
4840410,698,0,0,0,0,0,0,438,234,204,15,8,7,245,137,108
4840440,1333,-2,-2,-2,-1,-1,-2,822,412,408,104,54,48,402,189,211
4840470,266,0,0,0,0,0,0,33,15,18,1,1,0,232,118,114
4840500,380,0,0,0,1,1,0,19,7,12,9,5,4,351,166,185
4840550,1844,-1,-4,-1,6,1,1,342,184,154,193,105,84,1288,667,617
4840590,404,1,0,1,0,0,0,123,71,52,11,6,5,269,133,136
4840620,523,1,1,0,1,0,1,113,59,54,178,83,95,230,110,120
4840650,2540,10,3,5,5,2,1,1223,601,620,112,62,48,1182,636,544
4840680,9737,4,2,-3,16,10,1,9305,4846,4454,146,76,65,246,127,114
4840710,34352,101,42,49,129,61,58,31927,13361,12556,436,223,203,1719,850,859
4840740,3448,3,1,2,9,7,2,2823,1459,1364,54,29,25,559,303,256
4840770,652,0,0,0,2,1,1,114,68,46,167,85,82,369,200,169
4840800,983,0,0,0,0,0,0,652,335,317,0,0,0,331,169,162
4840890,157,0,0,0,4,3,1,90,40,50,2,1,1,61,31,30
4840920,4837,2,1,-3,36,17,15,3965,2012,1949,70,32,34,748,356,388
4840950,9727,16,10,6,37,17,20,8554,3344,3210,299,152,147,821,441,380
4840980,126,6,3,3,0,0,0,67,30,37,7,5,2,46,25,21
4841010,774,0,0,0,4,1,3,406,202,204,0,0,0,364,175,189
4841070,3200,7,0,5,11,5,4,449,225,222,28,14,12,2697,1403,1292
4841100,32334,29,15,5,1907,998,900,17309,8806,8494,1954,1025,920,11099,5674,5416
4841130,96,1,0,1,0,0,0,24,13,11,0,0,0,71,46,25
4841190,1758,2,1,-1,32,13,17,86,39,45,118,49,67,1512,762,748
4841220,28409,48,21,13,1521,787,720,9202,4733,4455,9869,5008,4847,7713,3989,3710
4841250,392,-2,-2,-2,-2,-2,-2,244,117,125,5,3,0,139,69,68
4841280,3450,31,16,15,11,8,3,297,148,149,30,18,12,3081,1590,1491
4841340,480,5,2,3,0,0,0,7,4,3,4,4,0,464,228,236
4841350,3013,5,3,1,558,301,256,1070,581,488,975,510,464,401,199,201
4841400,690,0,-1,-1,1,0,-1,277,143,132,80,33,45,324,163,159
4841430,753,1,1,0,0,0,0,426,212,214,13,2,11,313,178,135
4841460,97,1,1,0,0,0,0,46,24,22,4,3,1,46,25,21
4841520,3420,19,4,15,30,14,16,728,365,363,49,30,19,2594,1340,1254
4841550,262,-4,-4,-4,-4,-4,-4,105,53,48,-1,-1,-4,150,74,72
4841580,663,24,13,11,0,0,0,79,39,40,5,4,1,555,280,275
4841610,735,-2,-3,-3,-4,-4,-4,305,158,143,9,4,1,411,218,189
4841670,630,0,0,0,0,0,0,305,146,159,4,3,1,321,183,138
4841700,192,0,0,0,2,2,0,49,28,21,4,3,1,137,79,58
4841760,375,0,-1,-1,-2,-2,-2,172,91,79,27,12,13,170,79,89
4841790,243,0,0,0,0,0,0,26,13,13,4,2,2,213,114,99
4841820,4175,8,3,5,18,11,7,727,375,352,547,291,256,2875,1438,1437
4841850,561,2,0,2,0,0,0,271,130,141,6,2,4,282,149,133
4841880,445,9,6,1,87,40,45,52,25,25,25,14,9,264,143,119
4841910,523,3,2,1,0,0,0,253,139,114,2,0,2,265,146,119
4841970,2080,4,2,2,4,1,3,326,176,150,384,190,194,1362,740,622
4842000,99,-2,-2,-2,-2,-2,-2,7,0,5,-2,-2,-2,90,41,47
4842030,2204,4,2,2,4,3,1,866,455,411,178,93,85,1152,570,582
4842060,1496,0,0,0,0,0,0,1287,653,634,34,15,19,175,87,88
4842090,704,3,2,1,4,1,3,377,197,180,45,25,20,275,149,126
4842120,724,3,2,1,5,2,3,66,28,38,33,13,20,617,322,295
4842210,1891,5,3,0,-2,-2,-2,73,37,34,14,8,4,1793,919,872
4842240,1226,2,1,1,4,4,0,257,130,127,315,171,144,648,318,330
4842280,3011,15,4,7,5,3,-2,1530,797,729,443,221,218,1002,521,477
4842300,1130,9,2,5,1,0,-1,169,100,67,189,103,84,754,417,335
4842330,8217,29,15,11,108,53,52,2462,1233,1226,2391,1217,1171,3215,1680,1532
4842360,405,0,0,0,0,0,0,90,44,46,155,78,77,160,80,80
4842390,191,2,1,1,0,0,0,156,76,80,0,0,0,33,17,16
4842420,142,2,1,1,3,3,0,87,48,39,1,1,0,49,25,24
4842450,4185,9,6,3,60,26,34,1099,580,519,1277,680,597,1740,901,839
4842480,5852,27,11,16,61,33,28,299,144,155,2977,1487,1490,2488,1300,1188
4842510,5860,16,8,8,37,22,15,1945,999,946,1139,618,521,2723,1357,1366
4842540,396,1,0,1,0,0,0,164,87,77,1,1,0,230,128,102
4842570,147,2,2,0,1,1,0,46,20,26,0,0,0,98,53,45
4842630,541,0,0,0,0,0,0,140,79,61,39,20,19,362,206,156
4842660,524,-1,-2,-3,-4,-4,-4,122,52,66,18,11,3,373,182,187
4842690,641,0,0,-2,-1,-2,-1,321,162,157,1,1,-2,312,160,150
4842720,61,4,4,0,0,0,0,30,11,19,0,0,0,27,10,17
4842780,204,0,0,0,0,0,0,25,14,11,0,0,0,179,98,81
4842810,938,1,0,1,1,0,1,429,225,204,47,26,21,460,262,198
4842840,571,4,3,1,1,1,0,28,11,17,169,86,83,369,188,181
4842870,170,1,1,0,1,0,1,29,16,13,0,0,0,139,68,71
4842900,591,1,1,0,0,0,0,18,8,10,2,2,0,570,275,295
4842930,839,11,5,6,5,5,0,27,12,15,14,8,6,782,416,366
4842960,8770,28,13,14,280,146,133,1459,733,725,527,293,233,6472,3325,3146
4842990,1194,-2,-2,-2,4,1,1,1174,602,570,7,6,-1,3,1,0
4843110,131,-2,-2,-2,-2,-2,-2,32,12,18,3,-1,2,92,41,49
4843140,551,4,3,1,1,1,0,71,24,47,16,7,9,459,230,229
4843170,273,0,0,0,3,3,0,21,7,14,42,22,20,207,108,99
4843200,1196,3,3,0,5,3,2,130,64,66,236,112,124,822,403,419
4843230,1025,4,3,1,4,3,1,66,37,29,188,97,91,763,394,369
4843260,1243,6,4,0,4,2,0,256,137,117,17,7,8,952,490,460
4843290,1754,4,3,1,12,8,4,192,100,92,298,159,139,1248,631,617
4843320,1107,0,0,0,3,2,1,592,297,295,90,35,55,422,218,204
4843350,3464,3,3,0,10,6,4,2097,1066,1031,64,33,31,1290,626,664
4843400,270,0,0,0,0,0,0,126,58,68,6,5,1,138,68,70
4843470,17590,45,22,22,217,120,96,5739,2929,2809,5967,3057,2909,5618,2936,2681
4843530,700,7,4,3,3,1,2,20,9,11,7,3,4,663,372,291
4843560,327,1,1,0,1,0,1,13,8,5,83,47,36,229,122,107
4843650,33946,0,-2,-7,142,67,66,33081,15932,15140,42,14,19,645,343,293
4843680,184,0,0,0,0,0,0,29,19,10,1,0,1,154,70,84
4843720,5233,3,1,2,21,4,17,4517,2309,2208,23,13,10,669,358,311
4843740,51,0,0,0,0,0,0,33,12,21,0,0,0,18,11,7
4843760,627,-3,-4,-3,-3,-3,-4,107,35,68,13,2,7,497,245,248
4843800,3277,-4,-4,-4,-4,-4,-4,3272,1684,1584,-4,-4,-4,1,-1,-2
4843860,659,3,1,2,1,0,1,69,41,28,4,3,1,582,298,284
4843890,1365,-3,-3,-4,-3,-3,-4,84,34,46,27,14,9,1244,637,603
4843920,2143,7,4,1,6,2,2,261,138,121,69,34,33,1792,923,867
4843950,1014,0,0,0,2,0,2,210,98,112,208,104,104,594,303,291
4843980,292,3,1,2,4,3,1,36,20,16,2,0,2,247,127,120
4844010,1787,13,3,10,47,27,20,628,342,286,53,30,23,1046,524,522
4844040,285,-1,-2,-3,-3,-3,-4,118,62,52,-3,-3,-4,158,71,83
4844110,2230,7,4,3,13,7,6,798,404,394,247,127,120,1165,627,538
4844150,14117,43,23,11,121,65,47,7634,3896,3729,1175,592,574,5108,2683,2416
4844160,5206,6,5,1,42,24,18,159,78,81,18,10,8,4981,2544,2437
4844250,100,-2,-2,-2,0,-1,-1,5,3,0,2,0,0,87,52,33
4844280,15573,6,0,0,65,35,24,7267,3743,3518,5690,2810,2874,2521,1317,1198
4844310,235,0,0,0,0,0,0,166,81,85,56,33,23,13,9,4
4844370,167,0,0,0,2,1,1,90,39,51,0,0,0,75,37,38
4844410,957,-4,-4,-4,-1,-2,-3,163,76,83,-4,-4,-4,787,416,367
4844430,4929,25,13,12,45,27,18,1537,778,759,777,402,375,2545,1344,1201
4844470,823,1,1,0,1,0,1,319,176,143,124,62,62,378,213,165
4844490,79,0,0,0,0,0,0,5,3,2,0,0,0,74,37,37
4844520,264,-2,-2,-2,-2,-2,-2,86,49,35,5,0,3,169,79,88
4844580,1108,3,2,1,1,1,0,23,12,11,26,15,11,1055,533,522
4844670,807,-1,-2,-1,0,0,-2,91,46,43,199,97,100,510,267,241
4844710,330,-6,-7,-7,-6,-8,-6,53,27,18,1,-7,0,256,133,115
4844730,5966,24,12,10,24,8,14,1627,841,784,875,437,436,3408,1759,1647
4844800,7104,57,35,22,74,44,30,1171,623,548,141,69,72,5661,2964,2697
4844810,327,-2,-2,-2,-2,-2,-2,315,148,165,-2,-2,-2,10,6,2
4844820,635,0,0,0,4,3,1,143,68,75,112,59,53,376,197,179
4844890,535,0,0,0,0,0,0,199,102,97,36,15,21,300,167,133
4844910,244,0,0,0,0,0,0,94,52,42,4,0,4,146,72,74
4844940,329,0,0,0,0,0,0,28,14,14,44,20,24,257,132,125
4844960,15381,2,2,-1,43,16,26,14990,6643,7346,26,10,15,316,176,139
4845000,642,1,1,-2,-2,-2,-2,2,2,-2,-1,-2,-1,634,330,302
4845040,1572,11,8,1,-1,-2,-1,146,88,56,65,46,17,1343,721,620
4845090,2920,4,3,0,16,6,9,133,73,59,1815,935,879,948,497,450
4845120,1932,5,4,1,2,1,1,1609,855,754,256,133,123,60,38,22
4845150,742,1,0,1,1,1,0,65,36,29,141,75,66,534,259,275
4845180,635,1,0,1,0,0,0,8,4,4,68,37,31,558,274,284
4845210,169,-2,-2,-2,0,-2,0,45,24,19,2,1,-1,116,63,51
4845240,51,-2,-2,-2,-2,-2,-2,15,6,7,0,-2,0,32,12,18
4845330,140,0,0,0,0,0,0,19,7,12,0,0,0,121,58,63
4845380,2487,0,0,0,31,11,20,1059,561,498,715,357,358,682,347,335
4845420,350,0,0,0,2,1,1,160,84,76,0,0,0,188,106,82
4845450,417,4,2,2,1,1,0,17,10,7,3,1,2,392,189,203
4845480,1308,3,-2,3,4,3,-1,40,20,18,31,14,15,1222,668,552
4845540,4935,29,15,14,136,75,61,1138,599,539,359,186,173,3273,1680,1593
4845570,357,5,3,2,0,0,0,109,48,61,7,1,6,236,96,140
4845600,4138,12,6,5,62,30,31,222,105,116,419,197,221,3419,1786,1632
4845630,1619,34,17,15,7,2,3,98,54,42,3,2,-1,1469,763,704
4845670,777,7,3,2,-1,-1,-2,35,15,18,59,30,27,669,334,333
4845690,178,8,7,1,0,0,0,57,32,25,1,0,1,112,56,56
4845720,1578,0,-2,0,4,3,-1,149,67,80,48,27,19,1369,690,677
4845780,14921,126,62,62,359,177,180,3478,1778,1698,2602,1259,1341,8348,4295,4051
4845840,77,0,0,0,0,0,0,11,3,8,2,2,0,64,35,29
4845900,5042,35,20,12,29,18,8,1183,616,564,395,214,178,3388,1753,1632
4845950,2690,11,4,7,5,3,2,287,142,145,181,80,101,2206,1123,1083
4845960,2910,3,-2,-1,-5,-6,-5,795,393,396,1995,1043,946,98,44,48
4845990,160,0,0,0,0,0,0,103,48,55,2,0,2,55,22,33
4846080,506,0,0,0,0,0,0,113,57,56,0,0,0,393,212,181
4846110,139,0,0,0,0,0,0,102,55,47,0,0,0,37,21,16
4846170,330,2,0,2,0,0,0,91,45,46,4,1,3,233,122,111
4846200,1453,10,2,6,6,2,2,140,78,60,60,38,20,1229,636,591
4846230,920,2,0,0,4,2,0,93,37,54,175,81,92,638,351,285
4846260,688,-2,-2,-2,6,0,4,347,183,162,16,8,6,313,163,148
4846320,862,0,-2,0,-2,-2,-2,56,26,28,24,19,3,776,401,373
4846350,609,6,4,2,3,2,1,32,14,18,58,35,23,510,256,254
4846380,535,0,0,0,0,0,0,263,134,129,23,13,10,249,130,119
4846410,112,0,0,0,0,0,0,12,8,4,0,0,0,100,52,48
4846440,1388,44,23,21,1,0,1,58,33,25,422,197,225,863,472,391
4846470,422,2,1,-1,-1,-1,-2,28,18,8,62,27,33,323,179,142
4846500,2850,18,8,8,53,27,24,193,99,92,70,32,36,2508,1253,1253
4846530,7819,70,34,29,263,128,128,1359,708,644,815,398,410,5284,2717,2560
4846590,414,0,0,0,1,1,0,82,41,41,0,0,0,331,185,146
4846620,1580,0,0,0,7,3,4,643,324,319,198,113,85,732,374,358
4846650,701,-2,-2,-2,-2,-2,-2,269,140,127,25,16,7,403,221,180
4846680,46343,218,116,96,176,86,84,41886,19446,19434,1060,558,496,2979,1529,1444
4846710,3394,-2,-2,-2,10,6,2,3307,1719,1586,1,1,-2,70,38,30
4846740,467,1,0,1,0,0,0,7,4,3,0,0,0,459,233,226
4846770,196,-2,-2,-2,-1,-2,-1,14,5,7,-1,-1,-2,178,85,91
4899130,474,0,0,0,0,0,0,458,239,219,0,0,0,16,7,9
4900005,504,3,0,3,7,4,3,16,8,8,0,0,0,478,251,227
4900006,38,1,1,0,0,0,0,4,1,3,0,0,0,33,21,12
4900007,50,1,1,0,1,0,1,4,4,0,1,0,1,43,24,19
4900008,317,3,2,1,4,1,3,23,13,10,4,2,2,283,147,136
4900009,183,9,5,4,4,3,1,31,19,12,2,2,0,137,69,68
4900010,112,2,1,1,28,25,3,27,16,11,4,3,1,51,33,18
4900011,70,0,0,0,0,0,0,2,2,0,3,2,1,65,32,33
4900012,185,4,2,2,0,0,0,2,0,2,0,0,0,179,61,118
4900013,57,55,27,28,0,0,0,0,0,0,0,0,0,2,1,1
4900014,184,1,0,1,13,7,6,4,1,3,0,0,0,166,79,87
4900015,344,1,0,1,2,1,1,7,2,5,8,5,3,326,170,156
4900016,403,1,1,0,23,10,13,6,3,3,3,3,0,370,208,162
4900017,394,5,2,3,29,15,14,67,27,40,15,7,8,278,156,122
4900018,215,2,1,1,14,5,9,23,11,12,8,5,3,168,78,90
4900019,204,2,2,0,3,0,3,16,9,7,4,1,3,179,97,82
4900020,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900021,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900022,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900023,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900024,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900025,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900026,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900030,52920,335,171,164,1062,521,541,3659,1883,1776,345,177,168,47519,24332,23187
4900032,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900033,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900034,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900035,72,5,2,3,0,0,0,6,3,3,1,0,1,60,34,26
4900036,145,4,3,1,2,0,2,9,5,4,1,0,1,129,77,52
4900037,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4900057,305,7,2,5,23,15,8,16,9,7,10,5,5,249,118,131
4900058,279,3,1,2,3,2,1,69,35,34,18,8,10,186,87,99
4900059,44,1,1,0,2,2,0,15,10,5,2,2,0,24,12,12
4900060,1517,23,12,11,15,10,5,157,81,76,1,1,0,1321,679,642
4900061,95,1,1,0,4,1,3,5,3,2,2,2,0,83,39,44
4900062,400,4,3,1,13,8,5,34,16,18,3,2,1,346,168,178
4900063,257,0,0,0,6,3,3,21,14,7,8,2,6,222,153,69
4900064,340,0,0,0,7,2,5,9,5,4,7,3,4,317,151,166
4900065,232,3,2,1,6,4,2,14,8,6,7,3,4,202,100,102
4900066,534,3,3,0,12,7,5,15,6,9,8,5,3,496,260,236
4900067,80,7,4,3,4,2,2,7,4,3,0,0,0,62,34,28
4900068,476,2,1,1,16,6,10,55,29,26,15,6,9,388,201,187
4900069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900090,10541,91,47,44,124,60,64,873,463,410,59,31,28,9394,4897,4497
4900120,13254,41,22,17,123,58,63,864,470,392,71,33,36,12147,6162,5983
4900150,3507,45,25,20,19,10,9,401,201,200,27,13,14,3015,1542,1473
4900180,161,3,2,1,0,0,0,4,3,1,2,1,1,152,77,75
4900210,58951,346,164,180,1329,727,600,3526,1833,1691,845,446,397,52897,27155,25740
4900240,3909,329,151,176,16,12,2,119,65,52,3,-1,2,3434,1787,1645
4900270,2363,17,8,9,23,15,8,134,70,64,12,5,7,2177,1116,1061
4900300,950,41,21,20,16,5,11,49,20,29,5,2,3,839,429,410
4900330,1423,111,55,56,13,6,7,115,58,57,7,3,4,1177,626,551
4900360,68758,843,424,413,4628,2363,2259,14239,7416,6817,1185,605,574,47839,24456,23377
4900390,7771,267,131,136,81,30,51,498,264,234,53,32,21,6872,3566,3306
4900420,75542,421,195,220,1837,990,841,4986,2583,2397,606,309,291,67668,34691,32971
4900450,1968,13,4,9,17,8,9,35,18,17,7,3,4,1896,969,927
4900480,1198,19,11,8,5,1,4,45,26,19,0,0,0,1129,596,533
4900510,5657,75,38,37,235,126,109,1062,542,520,64,35,29,4221,2150,2071
4900540,2993,39,20,19,33,21,12,348,182,166,7,3,4,2566,1330,1236
4900570,1973,6,5,1,18,6,12,29,12,17,4,2,2,1916,986,930
4900600,6558,81,39,42,217,119,98,729,355,374,148,79,69,5383,2759,2624
4900630,24909,211,99,112,270,141,129,1603,888,715,118,68,50,22707,11770,10937
4900660,2317,16,6,10,15,7,8,228,123,105,11,6,5,2047,1014,1033
4900690,992,2,1,1,7,4,3,68,40,28,4,2,2,911,484,427
4900720,12698,197,91,106,243,116,127,5307,2769,2538,384,193,191,6567,3373,3194
4900750,4268,6,3,3,56,27,29,485,251,234,17,3,14,3704,1971,1733
4900780,321,1,1,0,3,1,2,36,16,20,6,5,1,275,151,124
4900810,13376,179,88,87,609,333,272,2835,1482,1349,126,60,62,9611,4902,4705
4900840,431,0,0,0,0,0,0,12,8,4,1,0,1,418,217,201
4900870,23598,449,233,214,2315,1140,1173,8183,4178,4003,1000,523,475,11643,6042,5599
4900900,2962,1661,878,781,13,7,4,72,33,37,3,-1,2,1205,623,580
4900930,4413,200,97,101,18,6,10,135,66,67,2,-1,1,4050,2082,1966
4900960,2745,39,14,25,36,23,13,220,123,97,9,3,6,2441,1290,1151
4900990,1315,3,1,2,3,0,3,68,41,27,10,7,3,1231,630,601
4901020,263,9,5,4,0,0,0,7,4,3,0,0,0,247,119,128
4901050,11040,160,74,84,130,68,60,1149,592,555,130,70,58,9463,4869,4592
4901080,5655,628,317,311,22,13,9,181,90,91,11,6,5,4813,2540,2273
4901110,4187,12,2,10,23,9,14,440,219,221,16,4,12,3696,1935,1761
4901140,21604,464,223,235,401,219,176,1787,964,817,132,68,58,18796,9601,9189
4901170,517,6,4,2,11,8,3,4,2,2,2,0,2,494,262,232
4901200,28475,156,73,83,476,247,229,2037,1044,993,374,213,161,25432,13203,12229
5000001,461,1,1,0,5,2,3,2,1,1,5,4,1,448,231,217
5000002,961,0,0,-2,10,0,8,7,2,3,8,3,3,926,457,467
5000003,57,1,1,0,1,0,1,1,0,1,0,0,0,54,30,24
5000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000005,18,0,0,0,0,0,0,0,0,0,0,0,0,18,16,2
5000006,1598,6,1,3,43,25,16,14,8,4,26,19,5,1501,792,707
5000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000008,717,0,0,0,6,2,4,3,2,1,4,1,3,701,383,318
5000009,179,0,0,0,0,0,0,0,0,0,0,0,0,179,101,78
5000010,16,0,0,0,0,0,0,0,0,0,1,0,1,15,9,6
5000020,37,0,0,0,1,0,1,0,0,0,0,0,0,36,23,13
5000021,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5000022,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5000024,555,1,1,0,8,5,3,3,2,1,3,1,2,540,270,270
5000025,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5000026,80,0,0,0,0,0,0,1,0,1,1,0,1,76,43,33
5000027,509,0,0,0,0,0,0,4,0,4,1,0,1,503,261,242
5001710,137,0,0,0,0,0,0,0,0,0,0,0,0,136,74,62
5001740,110,0,0,0,1,1,0,0,0,0,2,0,2,107,58,49
5001770,249,0,0,0,0,0,0,0,0,0,3,0,3,246,122,124
5001830,410,1,1,0,2,1,1,5,4,1,4,0,4,394,210,184
5001890,173,1,1,0,1,1,0,2,1,1,0,0,0,169,77,92
5001950,62,0,0,0,1,0,1,0,0,0,0,0,0,60,33,27
5001980,161,2,1,1,2,0,2,2,1,1,4,4,0,150,80,70
5002010,916,8,6,2,14,6,8,30,13,17,22,15,7,823,424,399
5002040,1004,2,1,1,5,2,3,10,5,5,5,3,2,982,497,485
5002070,177,0,0,0,0,0,0,2,1,1,3,1,2,170,94,76
5002085,1207,105,59,46,6,1,5,3,2,1,6,5,1,1086,541,545
5002100,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5002130,1024,1,0,1,11,3,8,8,7,1,13,5,8,983,487,496
5002160,148,2,2,0,0,0,0,0,0,0,0,0,0,146,82,64
5002190,194,1,1,0,0,0,0,2,0,2,0,0,0,190,97,93
5002220,237,0,0,0,2,1,1,0,0,0,2,1,1,233,121,112
5002250,317,0,0,0,3,2,1,0,0,0,4,3,1,304,150,154
5002310,98,1,1,0,0,0,0,1,1,0,1,1,0,95,45,50
5002340,233,0,0,0,2,1,1,1,0,1,3,2,1,225,107,118
5002370,103,0,0,0,0,0,0,0,0,0,0,0,0,101,52,49
5002400,572,-1,-2,-1,3,-1,2,2,0,0,3,1,0,557,282,273
5002480,374,0,0,0,0,0,0,1,1,0,5,1,4,368,203,165
5002490,812,0,0,0,29,19,10,24,11,13,29,13,16,721,395,326
5002520,1375,-2,-2,-2,35,21,12,23,11,10,22,10,10,1284,661,621
5002550,123,0,0,0,0,0,0,0,0,0,1,0,1,121,71,50
5002580,78,0,0,0,1,1,0,0,0,0,1,1,0,76,38,38
5002610,159,0,0,0,2,0,2,0,0,0,1,0,1,156,71,85
5002640,339,0,0,0,4,0,4,2,0,2,0,0,0,329,171,158
5002670,109,0,0,0,3,2,1,0,0,0,0,0,0,106,51,55
5002700,48,0,0,0,0,0,0,0,0,0,0,0,0,48,27,21
5002730,73,1,0,1,0,0,0,0,0,0,1,0,1,71,39,32
5002790,193,0,0,0,1,0,1,10,7,3,4,1,3,178,99,79
5002820,3606,12,5,5,210,97,111,63,33,28,261,152,107,2995,1560,1433
5002835,637,0,0,0,2,0,2,1,0,1,1,1,0,633,319,314
5002850,212,0,0,0,1,1,0,0,0,0,0,0,0,211,115,96
5002880,102,0,0,0,1,1,0,0,0,0,2,0,2,98,40,58
5002910,319,0,0,0,2,1,1,1,0,1,2,1,1,314,167,147
5002940,277,0,0,0,0,0,0,8,4,4,2,0,2,267,138,129
5003010,102,0,0,0,1,0,1,6,2,4,0,0,0,93,38,55
5003030,1357,2,1,1,25,11,14,12,5,7,7,5,2,1301,675,626
5003060,118,0,0,0,0,0,0,0,0,0,0,0,0,118,64,54
5003090,521,0,0,0,9,2,7,4,1,3,4,1,3,501,278,223
5003120,237,1,1,0,0,0,0,0,0,0,5,4,1,231,113,118
5003210,247,0,0,0,3,3,0,3,3,0,3,0,3,238,121,117
5003240,2407,4,3,1,31,15,16,22,11,11,37,22,15,2308,1169,1139
5003270,253,0,0,0,2,1,1,0,0,0,0,0,0,251,113,138
5003330,89,0,0,0,1,0,1,0,0,0,3,1,2,83,48,35
5003360,123,0,0,0,0,0,0,2,1,1,1,0,1,119,59,60
5003390,219,0,0,0,1,0,1,3,1,2,0,0,0,215,104,111
5003450,385,0,0,0,0,0,0,1,0,1,4,4,0,380,188,192
